"p","callret-1"
"http://yago-knowledge.org/resource/infobox/en/horushiero",1
"http://yago-knowledge.org/resource/infobox/en/international",1
"http://yago-knowledge.org/resource/infobox/en/isvehicle",1
"http://yago-knowledge.org/resource/infobox/en/noautocat",1
"http://yago-knowledge.org/resource/infobox/en/musicghbufghfhrgwrg",1
"http://yago-knowledge.org/resource/infobox/fr/nombrededisciplines",1
"http://yago-knowledge.org/resource/infobox/fr/olympiade",1
"http://yago-knowledge.org/resource/infobox/en/adap",1
"http://yago-knowledge.org/resource/infobox/nl/anders",1
"http://yago-knowledge.org/resource/infobox/fr/sociétésdeproduction",1
"http://yago-knowledge.org/resource/infobox/en/unitphotographer",1
"http://yago-knowledge.org/resource/infobox/en/nextinseries",1
"http://yago-knowledge.org/resource/infobox/en/shipportofregistry",1
"http://yago-knowledge.org/resource/infobox/en/typeofthefilm",1
"http://yago-knowledge.org/resource/infobox/en/formermembers",1
"http://yago-knowledge.org/resource/infobox/fr/jeuxvideocom",1
"http://yago-knowledge.org/resource/infobox/en/worldwide",1
"http://yago-knowledge.org/resource/infobox/en/formerconnections",1
"http://yago-knowledge.org/resource/infobox/en/cowriter",1
"http://yago-knowledge.org/resource/infobox/en/storyidea",1
"http://yago-knowledge.org/resource/infobox/pl/dzieńzałożenia",1
"http://yago-knowledge.org/resource/infobox/en/releasetill",1
"http://yago-knowledge.org/resource/infobox/en/stability",1
"http://yago-knowledge.org/resource/infobox/en/bestleftwing",1
"http://yago-knowledge.org/resource/infobox/en/bestpivot",1
"http://yago-knowledge.org/resource/infobox/en/bestrightwing",1
"http://yago-knowledge.org/resource/infobox/en/nextreleaseversion",1
"http://yago-knowledge.org/resource/infobox/en/longtypeto",1
"http://yago-knowledge.org/resource/infobox/en/voiceofmaincharacter",1
"http://yago-knowledge.org/resource/infobox/en/highestaverageattendance",1
"http://yago-knowledge.org/resource/infobox/en/locataireappartement",1
"http://yago-knowledge.org/resource/infobox/en/shippassengercapacity",1
"http://yago-knowledge.org/resource/infobox/en/shipprimaryuse",1
"http://yago-knowledge.org/resource/infobox/en/totalnumberofepisodes",1
"http://yago-knowledge.org/resource/infobox/de/spanischebezeichnung",1
"http://yago-knowledge.org/resource/infobox/en/fauna",1
"http://yago-knowledge.org/resource/infobox/en/tournamentstatus",1
"http://yago-knowledge.org/resource/infobox/en/datedeveloped",1
"http://yago-knowledge.org/resource/infobox/nl/expeditieleider",1
"http://yago-knowledge.org/resource/infobox/de/athleten",1
"http://yago-knowledge.org/resource/infobox/en/parade",1
"http://yago-knowledge.org/resource/infobox/en/atariprogrammer",1
"http://yago-knowledge.org/resource/infobox/en/bureaunumber",1
"http://yago-knowledge.org/resource/infobox/ro/studio",1
"http://yago-knowledge.org/resource/infobox/ar/imagesize",1
"http://yago-knowledge.org/resource/infobox/ar/المدن",1
"http://yago-knowledge.org/resource/infobox/en/costumedesignesby",1
"http://yago-knowledge.org/resource/infobox/en/disks",1
"http://yago-knowledge.org/resource/infobox/de/aggregat",1
"http://yago-knowledge.org/resource/infobox/de/aktuellevorabversion",1
"http://yago-knowledge.org/resource/infobox/de/geschwindigkeits",1
"http://yago-knowledge.org/resource/infobox/de/kwl",1
"http://yago-knowledge.org/resource/infobox/de/laufzeit",1
"http://yago-knowledge.org/resource/infobox/de/position",1
"http://yago-knowledge.org/resource/infobox/de/s",1
"http://yago-knowledge.org/resource/infobox/de/masken",1
"http://yago-knowledge.org/resource/infobox/en/apagroup",1
"http://yago-knowledge.org/resource/infobox/en/fewest",1
"http://yago-knowledge.org/resource/infobox/en/othermaincities",1
"http://yago-knowledge.org/resource/infobox/en/specialopticaleffects",1
"http://yago-knowledge.org/resource/infobox/de/drehort",1
"http://yago-knowledge.org/resource/infobox/en/nativeabbrev",1
"http://yago-knowledge.org/resource/infobox/en/cable",1
"http://yago-knowledge.org/resource/infobox/en/footnotea",1
"http://yago-knowledge.org/resource/infobox/en/glotto",1
"http://yago-knowledge.org/resource/infobox/en/proglanguage",1
"http://yago-knowledge.org/resource/infobox/en/spelling",1
"http://yago-knowledge.org/resource/infobox/fr/nombredépreuvesféminines",1
"http://yago-knowledge.org/resource/infobox/en/scores",1
"http://yago-knowledge.org/resource/infobox/fr/arrondissement",1
"http://yago-knowledge.org/resource/infobox/fr/pubchem",1
"http://yago-knowledge.org/resource/infobox/en/atlanticiregionalwinner",1
"http://yago-knowledge.org/resource/infobox/en/westregionalwinner",1
"http://yago-knowledge.org/resource/infobox/en/shipspeedafterreboilering",1
"http://yago-knowledge.org/resource/infobox/en/shipspeedasbuilt",1
"http://yago-knowledge.org/resource/infobox/fr/mémoire",1
"http://yago-knowledge.org/resource/infobox/fr/pavillon",1
"http://yago-knowledge.org/resource/infobox/en/imdbprofile",1
"http://yago-knowledge.org/resource/infobox/en/southiregionalwinner",1
"http://yago-knowledge.org/resource/infobox/nl/slogan",1
"http://yago-knowledge.org/resource/infobox/nl/stationscode",1
"http://yago-knowledge.org/resource/infobox/fr/chantier",1
"http://yago-knowledge.org/resource/infobox/en/postproductionhead",1
"http://yago-knowledge.org/resource/infobox/en/shipnetton",1
"http://yago-knowledge.org/resource/infobox/fr/saisonpassé",1
"http://yago-knowledge.org/resource/infobox/en/portcommander",1
"http://yago-knowledge.org/resource/infobox/pl/nośność",1
"http://yago-knowledge.org/resource/infobox/pl/pisarz",1
"http://yago-knowledge.org/resource/infobox/pl/statuspan",1
"http://yago-knowledge.org/resource/infobox/de/betriebsjahrebis",1
"http://yago-knowledge.org/resource/infobox/de/fock",1
"http://yago-knowledge.org/resource/infobox/de/klassenzeichen",1
"http://yago-knowledge.org/resource/infobox/en/winsleader",1
"http://yago-knowledge.org/resource/infobox/en/hostartisticdirector",1
"http://yago-knowledge.org/resource/infobox/en/talmudy",1
"http://yago-knowledge.org/resource/infobox/en/approxenrollmentpergrade",1
"http://yago-knowledge.org/resource/infobox/fr/modedejeu",1
"http://yago-knowledge.org/resource/infobox/en/mottotranslated",1
"http://yago-knowledge.org/resource/infobox/en/depictions",1
"http://yago-knowledge.org/resource/infobox/en/numberofcenters",1
"http://yago-knowledge.org/resource/infobox/it/fidascalia",1
"http://yago-knowledge.org/resource/infobox/en/gentilic",1
"http://yago-knowledge.org/resource/infobox/fr/pistesuivante",1
"http://yago-knowledge.org/resource/infobox/ar/cities",1
"http://yago-knowledge.org/resource/infobox/ar/conflict",1
"http://yago-knowledge.org/resource/infobox/ar/emedicinemult",1
"http://yago-knowledge.org/resource/infobox/ar/emedicinesubj",1
"http://yago-knowledge.org/resource/infobox/ar/partof",1
"http://yago-knowledge.org/resource/infobox/ar/result",1
"http://yago-knowledge.org/resource/infobox/ar/teams",1
"http://yago-knowledge.org/resource/infobox/ar/venues",1
"http://yago-knowledge.org/resource/infobox/en/numberstations",1
"http://yago-knowledge.org/resource/infobox/en/revivalseries",1
"http://yago-knowledge.org/resource/infobox/en/festivaldate",1
"http://yago-knowledge.org/resource/infobox/fr/moteur",1
"http://yago-knowledge.org/resource/infobox/en/shiphullmaterial",1
"http://yago-knowledge.org/resource/infobox/en/transcription",1
"http://yago-knowledge.org/resource/infobox/en/images",1
"http://yago-knowledge.org/resource/infobox/en/italicizetitle",1
"http://yago-knowledge.org/resource/infobox/en/narrationby",1
"http://yago-knowledge.org/resource/infobox/fr/gentilé",1
"http://yago-knowledge.org/resource/infobox/en/ltartist",1
"http://yago-knowledge.org/resource/infobox/de/titelverteidigerinnen",1
"http://yago-knowledge.org/resource/infobox/en/militarygroups",1
"http://yago-knowledge.org/resource/infobox/en/musicdate",1
"http://yago-knowledge.org/resource/infobox/en/photowidth",1
"http://yago-knowledge.org/resource/infobox/en/staticimagewidth",1
"http://yago-knowledge.org/resource/infobox/en/tib",1
"http://yago-knowledge.org/resource/infobox/en/trackgauge",1
"http://yago-knowledge.org/resource/infobox/en/absmagv",1
"http://yago-knowledge.org/resource/infobox/en/foundingdate",1
"http://yago-knowledge.org/resource/infobox/en/patchcaption",1
"http://yago-knowledge.org/resource/infobox/fr/prépublication",1
"http://yago-knowledge.org/resource/infobox/en/lastawardees",1
"http://yago-knowledge.org/resource/infobox/fr/nomlocal",1
"http://yago-knowledge.org/resource/infobox/fr/webradio",1
"http://yago-knowledge.org/resource/infobox/nl/aantaltreinen",1
"http://yago-knowledge.org/resource/infobox/en/hepburn",1
"http://yago-knowledge.org/resource/infobox/en/koreantext",1
"http://yago-knowledge.org/resource/infobox/en/originaltitel",1
"http://yago-knowledge.org/resource/infobox/en/totaldamagesgbp",1
"http://yago-knowledge.org/resource/infobox/en/secondalt",1
"http://yago-knowledge.org/resource/infobox/pl/imprezazlinkiem",1
"http://yago-knowledge.org/resource/infobox/pl/ofiary",1
"http://yago-knowledge.org/resource/infobox/pl/suma",1
"http://yago-knowledge.org/resource/infobox/en/gallery",1
"http://yago-knowledge.org/resource/infobox/en/chiefpositions",1
"http://yago-knowledge.org/resource/infobox/en/costumedesigners",1
"http://yago-knowledge.org/resource/infobox/en/finaldestination",1
"http://yago-knowledge.org/resource/infobox/de/streckenprofil",1
"http://yago-knowledge.org/resource/infobox/en/ikveilgams",1
"http://yago-knowledge.org/resource/infobox/en/numsongs",1
"http://yago-knowledge.org/resource/infobox/en/aidate",1
"http://yago-knowledge.org/resource/infobox/fr/régisseur",1
"http://yago-knowledge.org/resource/infobox/en/locmaplabel",1
"http://yago-knowledge.org/resource/infobox/en/soureid",1
"http://yago-knowledge.org/resource/infobox/en/arhvnumber",1
"http://yago-knowledge.org/resource/infobox/en/notablecontestants",1
"http://yago-knowledge.org/resource/infobox/en/notablementors",1
"http://yago-knowledge.org/resource/infobox/en/musicproducedby",1
"http://yago-knowledge.org/resource/infobox/de/schadengrundlage",1
"http://yago-knowledge.org/resource/infobox/en/assemblycons",1
"http://yago-knowledge.org/resource/infobox/fr/datedépart",1
"http://yago-knowledge.org/resource/infobox/en/numvalueofsavingstothesectortodate",1
"http://yago-knowledge.org/resource/infobox/en/latestversion",1
"http://yago-knowledge.org/resource/infobox/en/fightdirector",1
"http://yago-knowledge.org/resource/infobox/en/shiptotalcapacity",1
"http://yago-knowledge.org/resource/infobox/en/lenguage",1
"http://yago-knowledge.org/resource/infobox/de/erstesaison",1
"http://yago-knowledge.org/resource/infobox/de/hammingabstand",1
"http://yago-knowledge.org/resource/infobox/de/koordinatebreitensekunde",1
"http://yago-knowledge.org/resource/infobox/de/koordinatelängensekunde",1
"http://yago-knowledge.org/resource/infobox/de/oblast",1
"http://yago-knowledge.org/resource/infobox/fr/déportés",1
"http://yago-knowledge.org/resource/infobox/en/developmentname",1
"http://yago-knowledge.org/resource/infobox/en/npvcompact",1
"http://yago-knowledge.org/resource/infobox/en/tvguidecomid",1
"http://yago-knowledge.org/resource/infobox/en/presents",1
"http://yago-knowledge.org/resource/infobox/en/legalus",1
"http://yago-knowledge.org/resource/infobox/en/executivedesigner",1
"http://yago-knowledge.org/resource/infobox/en/pregnancyus",1
"http://yago-knowledge.org/resource/infobox/en/distributing",1
"http://yago-knowledge.org/resource/infobox/en/noofseries",1
"http://yago-knowledge.org/resource/infobox/en/shipcms",1
"http://yago-knowledge.org/resource/infobox/en/emblem",1
"http://yago-knowledge.org/resource/infobox/en/frenchopendoublesresult",1
"http://yago-knowledge.org/resource/infobox/en/insigniasize",1
"http://yago-knowledge.org/resource/infobox/en/merged",1
"http://yago-knowledge.org/resource/infobox/de/hauptsponsor",1
"http://yago-knowledge.org/resource/infobox/en/hill",1
"http://yago-knowledge.org/resource/infobox/en/governingmajority",1
"http://yago-knowledge.org/resource/infobox/fr/annédesortie",1
"http://yago-knowledge.org/resource/infobox/en/oppname",1
"http://yago-knowledge.org/resource/infobox/en/agerating",1
"http://yago-knowledge.org/resource/infobox/fr/film",1
"http://yago-knowledge.org/resource/infobox/en/currentwinner",1
"http://yago-knowledge.org/resource/infobox/en/jockeywinner",1
"http://yago-knowledge.org/resource/infobox/en/supportingactressfilm",1
"http://yago-knowledge.org/resource/infobox/fr/datedefindexploitation",1
"http://yago-knowledge.org/resource/infobox/en/newcomeroftheyear",1
"http://yago-knowledge.org/resource/infobox/en/sigdate",1
"http://yago-knowledge.org/resource/infobox/en/forcefeedback",1
"http://yago-knowledge.org/resource/infobox/en/choreographed",1
"http://yago-knowledge.org/resource/infobox/en/shotingplace",1
"http://yago-knowledge.org/resource/infobox/en/suspension",1
"http://yago-knowledge.org/resource/infobox/en/fansite",1
"http://yago-knowledge.org/resource/infobox/en/minslanguage",1
"http://yago-knowledge.org/resource/infobox/en/judgesassigned",1
"http://yago-knowledge.org/resource/infobox/en/prominencem",1
"http://yago-knowledge.org/resource/infobox/en/vicechancellor",1
"http://yago-knowledge.org/resource/infobox/en/cabinetart",1
"http://yago-knowledge.org/resource/infobox/en/choreogrphy",1
"http://yago-knowledge.org/resource/infobox/en/specialappearance",1
"http://yago-knowledge.org/resource/infobox/en/relatedpeople",1
"http://yago-knowledge.org/resource/infobox/en/satservice",1
"http://yago-knowledge.org/resource/infobox/pl/tytułaktu",1
"http://yago-knowledge.org/resource/infobox/pl/tytułromaji",1
"http://yago-knowledge.org/resource/infobox/pl/bramki",1
"http://yago-knowledge.org/resource/infobox/en/sachoolnumber",1
"http://yago-knowledge.org/resource/infobox/en/bowl",1
"http://yago-knowledge.org/resource/infobox/en/supportingalbum",1
"http://yago-knowledge.org/resource/infobox/en/characterdesigner",1
"http://yago-knowledge.org/resource/infobox/en/animatronics",1
"http://yago-knowledge.org/resource/infobox/fr/entier",1
"http://yago-knowledge.org/resource/infobox/fr/promusdébut",1
"http://yago-knowledge.org/resource/infobox/fr/nombresdéditions",1
"http://yago-knowledge.org/resource/infobox/en/tonerecorder",1
"http://yago-knowledge.org/resource/infobox/en/artremixversion",1
"http://yago-knowledge.org/resource/infobox/en/knownas",1
"http://yago-knowledge.org/resource/infobox/en/stuntsacting",1
"http://yago-knowledge.org/resource/infobox/en/postalecode",1
"http://yago-knowledge.org/resource/infobox/en/assistantdirectedby",1
"http://yago-knowledge.org/resource/infobox/en/fileddate",1
"http://yago-knowledge.org/resource/infobox/de/kraj",1
"http://yago-knowledge.org/resource/infobox/en/legalstatus",1
"http://yago-knowledge.org/resource/infobox/en/presidentmap",1
"http://yago-knowledge.org/resource/infobox/en/futurechampions",1
"http://yago-knowledge.org/resource/infobox/en/consort",1
"http://yago-knowledge.org/resource/infobox/en/cultcenter",1
"http://yago-knowledge.org/resource/infobox/en/godof",1
"http://yago-knowledge.org/resource/infobox/en/videographer",1
"http://yago-knowledge.org/resource/infobox/en/bricktown",1
"http://yago-knowledge.org/resource/infobox/en/malecostumes",1
"http://yago-knowledge.org/resource/infobox/en/worldpremiere",1
"http://yago-knowledge.org/resource/infobox/nl/actiefin",1
"http://yago-knowledge.org/resource/infobox/nl/anderenamen",1
"http://yago-knowledge.org/resource/infobox/nl/competitie",1
"http://yago-knowledge.org/resource/infobox/nl/editie",1
"http://yago-knowledge.org/resource/infobox/nl/laatstebetareleasedatum",1
"http://yago-knowledge.org/resource/infobox/nl/methoden",1
"http://yago-knowledge.org/resource/infobox/nl/schipgedoopt",1
"http://yago-knowledge.org/resource/infobox/nl/verwant",1
"http://yago-knowledge.org/resource/infobox/en/highestpressure",1
"http://yago-knowledge.org/resource/infobox/en/winningpitcher",1
"http://yago-knowledge.org/resource/infobox/fr/surnom",1
"http://yago-knowledge.org/resource/infobox/de/flagbdritter",1
"http://yago-knowledge.org/resource/infobox/de/flagbzweiter",1
"http://yago-knowledge.org/resource/infobox/en/officialmembers",1
"http://yago-knowledge.org/resource/infobox/en/sfxandediting",1
"http://yago-knowledge.org/resource/infobox/en/viewed",1
"http://yago-knowledge.org/resource/infobox/en/electionslogan",1
"http://yago-knowledge.org/resource/infobox/en/asof",1
"http://yago-knowledge.org/resource/infobox/en/chiefexecutive",1
"http://yago-knowledge.org/resource/infobox/en/dateofburial",1
"http://yago-knowledge.org/resource/infobox/en/doctoraladvisor",1
"http://yago-knowledge.org/resource/infobox/en/checkdigit",1
"http://yago-knowledge.org/resource/infobox/pl/adressiedziby",1
"http://yago-knowledge.org/resource/infobox/pl/europarl",1
"http://yago-knowledge.org/resource/infobox/en/britw",1
"http://yago-knowledge.org/resource/infobox/en/additionaldialogue",1
"http://yago-knowledge.org/resource/infobox/en/photographydirector",1
"http://yago-knowledge.org/resource/infobox/en/filmruntime",1
"http://yago-knowledge.org/resource/infobox/en/catalogueno",1
"http://yago-knowledge.org/resource/infobox/en/fac",1
"http://yago-knowledge.org/resource/infobox/fr/allociné",1
"http://yago-knowledge.org/resource/infobox/en/myale",1
"http://yago-knowledge.org/resource/infobox/fr/puissance",1
"http://yago-knowledge.org/resource/infobox/en/runationalcaps",1
"http://yago-knowledge.org/resource/infobox/fr/s",1
"http://yago-knowledge.org/resource/infobox/en/atlanticiiregionalwinner",1
"http://yago-knowledge.org/resource/infobox/nl/lijnen",1
"http://yago-knowledge.org/resource/infobox/en/finalsovereign",1
"http://yago-knowledge.org/resource/infobox/en/writerby",1
"http://yago-knowledge.org/resource/infobox/en/numberofshorts",1
"http://yago-knowledge.org/resource/infobox/en/ecj",1
"http://yago-knowledge.org/resource/infobox/fr/drugbank",1
"http://yago-knowledge.org/resource/infobox/en/netballformat",1
"http://yago-knowledge.org/resource/infobox/en/associatecd",1
"http://yago-knowledge.org/resource/infobox/en/confdivision",1
"http://yago-knowledge.org/resource/infobox/en/shipoperatingdepth",1
"http://yago-knowledge.org/resource/infobox/en/studo",1
"http://yago-knowledge.org/resource/infobox/en/preceededby",1
"http://yago-knowledge.org/resource/infobox/de/en",1
"http://yago-knowledge.org/resource/infobox/nl/artdirection",1
"http://yago-knowledge.org/resource/infobox/en/structurealt",1
"http://yago-knowledge.org/resource/infobox/en/otherlinks",1
"http://yago-knowledge.org/resource/infobox/en/coproducersfrance",1
"http://yago-knowledge.org/resource/infobox/en/hbmdate",1
"http://yago-knowledge.org/resource/infobox/en/ndunitdirector",1
"http://yago-knowledge.org/resource/infobox/en/indiadistributor",1
"http://yago-knowledge.org/resource/infobox/fr/valables",1
"http://yago-knowledge.org/resource/infobox/en/shipawared",1
"http://yago-knowledge.org/resource/infobox/en/distubtor",1
"http://yago-knowledge.org/resource/infobox/en/constructionbegan",1
"http://yago-knowledge.org/resource/infobox/en/rlengthm",1
"http://yago-knowledge.org/resource/infobox/en/zhr",1
"http://yago-knowledge.org/resource/infobox/en/concessionowner",1
"http://yago-knowledge.org/resource/infobox/en/languagesclass",1
"http://yago-knowledge.org/resource/infobox/en/fmrtitleholders",1
"http://yago-knowledge.org/resource/infobox/en/productionyear",1
"http://yago-knowledge.org/resource/infobox/de/nutsbezeichnung",1
"http://yago-knowledge.org/resource/infobox/en/ruamateurclubs",1
"http://yago-knowledge.org/resource/infobox/en/subtitling",1
"http://yago-knowledge.org/resource/infobox/en/trainnumbers",1
"http://yago-knowledge.org/resource/infobox/en/releaded",1
"http://yago-knowledge.org/resource/infobox/en/othermusic",1
"http://yago-knowledge.org/resource/infobox/fr/équipesmasculinesrelégués",1
"http://yago-knowledge.org/resource/infobox/fr/législature",1
"http://yago-knowledge.org/resource/infobox/fr/place",1
"http://yago-knowledge.org/resource/infobox/en/managingdirector",1
"http://yago-knowledge.org/resource/infobox/en/shipgrossdisplacement",1
"http://yago-knowledge.org/resource/infobox/en/por",1
"http://yago-knowledge.org/resource/infobox/en/parlopin",1
"http://yago-knowledge.org/resource/infobox/en/prodmanager",1
"http://yago-knowledge.org/resource/infobox/fr/décès",1
"http://yago-knowledge.org/resource/infobox/en/shiphulldesign",1
"http://yago-knowledge.org/resource/infobox/fr/alliés",1
"http://yago-knowledge.org/resource/infobox/en/shortest",1
"http://yago-knowledge.org/resource/infobox/en/tallest",1
"http://yago-knowledge.org/resource/infobox/en/planesquadron",1
"http://yago-knowledge.org/resource/infobox/de/schweiz",1
"http://yago-knowledge.org/resource/infobox/de/titelengl",1
"http://yago-knowledge.org/resource/infobox/en/latestmaintenancedate",1
"http://yago-knowledge.org/resource/infobox/en/systemrequirements",1
"http://yago-knowledge.org/resource/infobox/fr/meilleurpointeur",1
"http://yago-knowledge.org/resource/infobox/en/ltcommentedoutbecauseimagewasdeletedlogofile",1
"http://yago-knowledge.org/resource/infobox/en/additionalcinematography",1
"http://yago-knowledge.org/resource/infobox/en/eurovisionresult",1
"http://yago-knowledge.org/resource/infobox/en/shipsounders",1
"http://yago-knowledge.org/resource/infobox/en/nameb",1
"http://yago-knowledge.org/resource/infobox/en/drb",1
"http://yago-knowledge.org/resource/infobox/en/pj",1
"http://yago-knowledge.org/resource/infobox/en/frazioni",1
"http://yago-knowledge.org/resource/infobox/en/laterwork",1
"http://yago-knowledge.org/resource/infobox/en/numstories",1
"http://yago-knowledge.org/resource/infobox/en/shiprangesubmerged",1
"http://yago-knowledge.org/resource/infobox/en/endglishpubdate",1
"http://yago-knowledge.org/resource/infobox/en/playoffend",1
"http://yago-knowledge.org/resource/infobox/de/bestellung",1
"http://yago-knowledge.org/resource/infobox/de/unterzeichnung",1
"http://yago-knowledge.org/resource/infobox/en/firstawardees",1
"http://yago-knowledge.org/resource/infobox/en/lateststablerelease",1
"http://yago-knowledge.org/resource/infobox/en/characterdesigns",1
"http://yago-knowledge.org/resource/infobox/en/designerheadprogrammer",1
"http://yago-knowledge.org/resource/infobox/en/attorneys",1
"http://yago-knowledge.org/resource/infobox/en/alltimewinrecord",1
"http://yago-knowledge.org/resource/infobox/en/soundstudio",1
"http://yago-knowledge.org/resource/infobox/en/erasystem",1
"http://yago-knowledge.org/resource/infobox/en/stageproduction",1
"http://yago-knowledge.org/resource/infobox/fr/tresorier",1
"http://yago-knowledge.org/resource/infobox/en/mxchampionmanufacturers",1
"http://yago-knowledge.org/resource/infobox/en/studiolink",1
"http://yago-knowledge.org/resource/infobox/en/shipportablevanspace",1
"http://yago-knowledge.org/resource/infobox/en/imageformat",1
"http://yago-knowledge.org/resource/infobox/de/bühne",1
"http://yago-knowledge.org/resource/infobox/en/actiondirectors",1
"http://yago-knowledge.org/resource/infobox/en/indicatorplants",1
"http://yago-knowledge.org/resource/infobox/en/xlongd",1
"http://yago-knowledge.org/resource/infobox/de/auflösung",1
"http://yago-knowledge.org/resource/infobox/en/locationmaptext",1
"http://yago-knowledge.org/resource/infobox/en/postproductionexecutive",1
"http://yago-knowledge.org/resource/infobox/en/lanaguage",1
"http://yago-knowledge.org/resource/infobox/en/novelby",1
"http://yago-knowledge.org/resource/infobox/en/numspecials",1
"http://yago-knowledge.org/resource/infobox/en/constituentcountry",1
"http://yago-knowledge.org/resource/infobox/it/citta",1
"http://yago-knowledge.org/resource/infobox/en/shipgenerator",1
"http://yago-knowledge.org/resource/infobox/es/numepisodios",1
"http://yago-knowledge.org/resource/infobox/es/tipo",1
"http://yago-knowledge.org/resource/infobox/en/congregations",1
"http://yago-knowledge.org/resource/infobox/en/englishmotto",1
"http://yago-knowledge.org/resource/infobox/en/londondirection",1
"http://yago-knowledge.org/resource/infobox/en/recentedition",1
"http://yago-knowledge.org/resource/infobox/en/runtimeus",1
"http://yago-knowledge.org/resource/infobox/en/create",1
"http://yago-knowledge.org/resource/infobox/pl/produkty",1
"http://yago-knowledge.org/resource/infobox/pl/skrótzakonny",1
"http://yago-knowledge.org/resource/infobox/pl/transkrypcjamcr",1
"http://yago-knowledge.org/resource/infobox/en/weakhypercharge",1
"http://yago-knowledge.org/resource/infobox/en/colortype",1
"http://yago-knowledge.org/resource/infobox/en/numspinstates",1
"http://yago-knowledge.org/resource/infobox/en/ruyh",1
"http://yago-knowledge.org/resource/infobox/en/foundry",1
"http://yago-knowledge.org/resource/infobox/en/strips",1
"http://yago-knowledge.org/resource/infobox/en/durée",1
"http://yago-knowledge.org/resource/infobox/fr/villesprincipales",1
"http://yago-knowledge.org/resource/infobox/en/altartist",1
"http://yago-knowledge.org/resource/infobox/en/nameofthelink",1
"http://yago-knowledge.org/resource/infobox/fr/annéedelagravureavers",1
"http://yago-knowledge.org/resource/infobox/en/cinematoraphy",1
"http://yago-knowledge.org/resource/infobox/fr/activité",1
"http://yago-knowledge.org/resource/infobox/fr/avers",1
"http://yago-knowledge.org/resource/infobox/en/partecipants",1
"http://yago-knowledge.org/resource/infobox/en/languageother",1
"http://yago-knowledge.org/resource/infobox/en/sounddirector",1
"http://yago-knowledge.org/resource/infobox/en/shipcurrentoperator",1
"http://yago-knowledge.org/resource/infobox/en/accountant",1
"http://yago-knowledge.org/resource/infobox/en/festivaltype",1
"http://yago-knowledge.org/resource/infobox/de/sportart",1
"http://yago-knowledge.org/resource/infobox/en/favoriteshow",1
"http://yago-knowledge.org/resource/infobox/en/acoperire",1
"http://yago-knowledge.org/resource/infobox/en/transportcordination",1
"http://yago-knowledge.org/resource/infobox/fr/capacite",1
"http://yago-knowledge.org/resource/infobox/en/systemarchitect",1
"http://yago-knowledge.org/resource/infobox/en/othertype",1
"http://yago-knowledge.org/resource/infobox/en/soundtrackexecutiveproducer",1
"http://yago-knowledge.org/resource/infobox/en/lights",1
"http://yago-knowledge.org/resource/infobox/en/shipcomposition",1
"http://yago-knowledge.org/resource/infobox/pl/następnysingel",1
"http://yago-knowledge.org/resource/infobox/pl/zawodnikopis",1
"http://yago-knowledge.org/resource/infobox/en/pilots",1
"http://yago-knowledge.org/resource/infobox/en/previousname",1
"http://yago-knowledge.org/resource/infobox/en/lysrics",1
"http://yago-knowledge.org/resource/infobox/en/taillelogo",1
"http://yago-knowledge.org/resource/infobox/en/malt",1
"http://yago-knowledge.org/resource/infobox/en/chiefcustodian",1
"http://yago-knowledge.org/resource/infobox/en/headcustodian",1
"http://yago-knowledge.org/resource/infobox/en/firstprize",1
"http://yago-knowledge.org/resource/infobox/de/erstersüd",1
"http://yago-knowledge.org/resource/infobox/en/principallabel",1
"http://yago-knowledge.org/resource/infobox/en/qg",1
"http://yago-knowledge.org/resource/infobox/en/podcasthome",1
"http://yago-knowledge.org/resource/infobox/en/boxofficetotals",1
"http://yago-knowledge.org/resource/infobox/de/titelflagge",1
"http://yago-knowledge.org/resource/infobox/en/fbpage",1
"http://yago-knowledge.org/resource/infobox/nl/sporten",1
"http://yago-knowledge.org/resource/infobox/en/wimbledondoublesresult",1
"http://yago-knowledge.org/resource/infobox/en/wimbledonresult",1
"http://yago-knowledge.org/resource/infobox/en/lastaried",1
"http://yago-knowledge.org/resource/infobox/en/campsites",1
"http://yago-knowledge.org/resource/infobox/en/cctv中国中央电视台新闻频道web",1
"http://yago-knowledge.org/resource/infobox/pl/jednostkaadministracyjna",1
"http://yago-knowledge.org/resource/infobox/pl/nazwaoryginalna",1
"http://yago-knowledge.org/resource/infobox/en/rawname",1
"http://yago-knowledge.org/resource/infobox/en/secondtime",1
"http://yago-knowledge.org/resource/infobox/en/producedat",1
"http://yago-knowledge.org/resource/infobox/en/tvyryrend",1
"http://yago-knowledge.org/resource/infobox/en/shipcabins",1
"http://yago-knowledge.org/resource/infobox/de/at",1
"http://yago-knowledge.org/resource/infobox/en/protector",1
"http://yago-knowledge.org/resource/infobox/en/shipwelldecklength",1
"http://yago-knowledge.org/resource/infobox/en/shipseized",1
"http://yago-knowledge.org/resource/infobox/fr/responsabledelaclientèleanglophone",1
"http://yago-knowledge.org/resource/infobox/en/spoken",1
"http://yago-knowledge.org/resource/infobox/en/globe",1
"http://yago-knowledge.org/resource/infobox/en/musicdirecter",1
"http://yago-knowledge.org/resource/infobox/en/countryfilmed",1
"http://yago-knowledge.org/resource/infobox/en/dining",1
"http://yago-knowledge.org/resource/infobox/en/scriptanddirection",1
"http://yago-knowledge.org/resource/infobox/en/wardrobe",1
"http://yago-knowledge.org/resource/infobox/de/aktuellername",1
"http://yago-knowledge.org/resource/infobox/en/prevelectionyear",1
